"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"UBL4A",2.85350472584613e-11,0.126890507865962,0.156,0.051,6.88636295488446e-07,"UBL4A"
"OGG1",2.90296204911033e-11,-0.201675186148598,0.117,0.118,7.00571831311796e-07,"OGG1"
"IMPAD1",2.92552866438408e-11,0.0528859006430089,0.115,0.036,7.06017832575811e-07,"IMPAD1"
"GPAA1",2.94680421021569e-11,-0.0977801076903482,0.233,0.179,7.11152260051351e-07,"GPAA1"
"TPST2",3.01421841821789e-11,-0.140820897894941,0.23,0.19,7.27421330868524e-07,"TPST2"
"ELMOD3",3.03232120109033e-11,-0.203029344315754,0.163,0.141,7.3179007545913e-07,"ELMOD3"
"KCNK6",3.04503500933188e-11,0.0993951757661807,0.128,0.036,7.34858298802063e-07,"KCNK6"
"NCOA6",3.07689304293174e-11,0.0522183315757997,0.154,0.066,7.42546598050718e-07,"NCOA6"
"RIOX2",3.08260561586361e-11,-0.0579798330371959,0.166,0.116,7.43925213276365e-07,"RIOX2"
"ORC4",3.09135520173741e-11,-0.296014383556609,0.147,0.174,7.46036750835288e-07,"ORC4"
"WRAP73",3.09391007493675e-11,-0.112388229438289,0.151,0.109,7.46653318384485e-07,"WRAP73"
"RRP8",3.13826123602422e-11,-0.0136641489128383,0.153,0.086,7.57356584089725e-07,"RRP8"
"ZNF891",3.15137613426519e-11,0.0743260355292214,0.138,0.053,7.60521602482217e-07,"ZNF891"
"LINC00426",3.17891246733216e-11,-0.401080468060201,0.065,0.144,7.6716694574127e-07,"LINC00426"
"BTBD2",3.22185313755153e-11,-0.265153540380964,0.028,0.101,7.77529817685311e-07,"BTBD2"
"MMAB",3.30439529915961e-11,-0.011144317800229,0.139,0.073,7.97449717546188e-07,"MMAB"
"SENP1",3.3076518570399e-11,0.0457200023403487,0.145,0.066,7.98235622659438e-07,"SENP1"
"TOE1",3.32137248066311e-11,0.0242366390008598,0.189,0.096,8.01546820758428e-07,"TOE1"
"DCAF16",3.33601410192606e-11,-0.0267016194080829,0.198,0.126,8.05080283217816e-07,"DCAF16"
"IGHA2",3.35261062205055e-11,0.133023845313904,0.121,0.028,8.09085521419458e-07,"IGHA2"
"SMIM29",3.37841437972413e-11,-0.156977811928234,0.17,0.171,8.15312742258825e-07,"SMIM29"
"SLC25A45",3.38443384413629e-11,-0.400108539056055,0.115,0.214,8.16765419605412e-07,"SLC25A45"
"TMEM18",3.38633346732965e-11,0.0767321911081627,0.253,0.142,8.17223855670665e-07,"TMEM18"
"XPOT",3.40503647525492e-11,-0.00825674363836182,0.179,0.104,8.21737452573269e-07,"XPOT"
"CNOT6",3.43628050772298e-11,0.0174777163926164,0.126,0.058,8.29277574928786e-07,"CNOT6"
"RAD17",3.44551964143427e-11,0.0231591924762278,0.172,0.089,8.31507255067333e-07,"RAD17"
"THAP9-AS1",3.45803783559669e-11,-0.0270450512597157,0.103,0.053,8.34528270864548e-07,"THAP9-AS1"
"RABL6",3.50107510380487e-11,-0.191310564105529,0.158,0.149,8.44914454801229e-07,"RABL6"
"TRIM39",3.51455844975557e-11,0.0486368538481625,0.129,0.051,8.48168390679511e-07,"TRIM39"
"SLC25A12",3.60426732776765e-11,-0.13968234893436,0.158,0.134,8.69817834210168e-07,"SLC25A12"
"HOOK2",3.61314157972108e-11,0.00982154237053373,0.198,0.116,8.71959457434087e-07,"HOOK2"
"ZBTB25",3.64088436558232e-11,-0.117532157542581,0.161,0.121,8.78654623945982e-07,"ZBTB25"
"POM121",3.69841401003823e-11,-0.0261353191887458,0.209,0.132,8.92538253042526e-07,"POM121"
"NBEAL2",3.72081100340958e-11,-0.022602075603248,0.124,0.063,8.97943319452834e-07,"NBEAL2"
"HEXA",3.77313767892644e-11,-0.341652602425107,0.089,0.159,9.10571316055318e-07,"HEXA"
"GMPS",3.81227828504146e-11,-0.00557128977481713,0.21,0.127,9.20017118529055e-07,"GMPS"
"RASGRF1",3.82820415671211e-11,-0.389250082800269,0.212,0.252,9.23860509139334e-07,"RASGRF1"
"DHRS7B",3.87026415266844e-11,0.0691279686318726,0.106,0.03,9.34010847963475e-07,"DHRS7B"
"EHMT2",3.88046060993944e-11,-0.353023943761784,0.094,0.172,9.36471558996684e-07,"EHMT2"
"ALG5",4.02156562231389e-11,0.00026471851863813,0.185,0.109,9.7052443163301e-07,"ALG5"
"GFOD2",4.05941273537269e-11,-0.00893473982447254,0.116,0.06,9.79658075427491e-07,"GFOD2"
"CCDC126",4.10304409431075e-11,0.110267143856431,0.129,0.038,9.90187631280014e-07,"CCDC126"
"SUPT7L",4.11469958720457e-11,-0.0250748999527727,0.194,0.119,9.93000451380079e-07,"SUPT7L"
"ACOT2",4.12840146247993e-11,0.0641033273782488,0.173,0.076,9.96307124940282e-07,"ACOT2"
"PRR3",4.16352748264047e-11,0.0467372031189194,0.135,0.056,1.00478408738562e-06,"PRR3"
"DOT1L",4.17313884973114e-11,-0.188110225078119,0.13,0.124,1.00710359860561e-06,"DOT1L"
"MAP4K2",4.18086853041286e-11,-0.239887802542704,0.254,0.233,1.00896900244454e-06,"MAP4K2"
"SLC50A1",4.2103317257762e-11,-0.265143925126347,0.161,0.2,1.01607935538157e-06,"SLC50A1"
"HTATIP2",4.24891449591743e-11,-0.1155932874443,0.184,0.132,1.02539053529975e-06,"HTATIP2"
"NEK6",4.29319805874776e-11,-0.0839632074949099,0.122,0.086,1.0360774875176e-06,"NEK6"
"MBD2",4.3016168933492e-11,-0.0427008419246169,0.177,0.104,1.03810920487196e-06,"MBD2"
"GCFC2",4.30447997470981e-11,-0.101443538191973,0.131,0.099,1.03880015229672e-06,"GCFC2"
"BEX4",4.31257876853126e-11,0.0870320491799097,0.163,0.07,1.04075463420965e-06,"BEX4"
"ZNF138",4.31511032910631e-11,-0.317219261963963,0.092,0.152,1.04136557572323e-06,"ZNF138"
"DMAC2",4.32965806601113e-11,0.0167633507930902,0.195,0.109,1.04487638107047e-06,"DMAC2"
"DLAT",4.38503312950243e-11,0.0405736803216805,0.152,0.066,1.05824004514282e-06,"DLAT"
"NAA38",4.41198192717741e-11,-0.232946083136655,0.233,0.268,1.06474359848573e-06,"NAA38"
"IGSF22",4.41549135131442e-11,0.128572445806041,0.102,0.018,1.06559052781271e-06,"IGSF22"
"LTBP3",4.42706271720059e-11,-0.0619890483552206,0.23,0.166,1.06838304554202e-06,"LTBP3"
"SPPL3",4.44094306759362e-11,-0.0255794390504041,0.133,0.07,1.07173279050237e-06,"SPPL3"
"WDR91",4.4996482238463e-11,-0.132594070618282,0.14,0.101,1.08590010586083e-06,"WDR91"
"C17orf80",4.52063246649269e-11,0.0268750909610807,0.135,0.06,1.09096423313868e-06,"C17orf80"
"SLC35F2",4.56666149034865e-11,0.060975858832142,0.107,0.033,1.10207241746584e-06,"SLC35F2"
"TUBE1",4.5680676264626e-11,0.0476203832560637,0.133,0.053,1.10241176029422e-06,"TUBE1"
"HAUS8",4.62378591536373e-11,-0.0630372907074306,0.103,0.055,1.11585825495473e-06,"HAUS8"
"CHPF2",4.63825159035783e-11,-0.00823059731670364,0.142,0.076,1.11934925630105e-06,"CHPF2"
"MRPL1",4.66423904211768e-11,-0.200420813952984,0.165,0.167,1.12562080803426e-06,"MRPL1"
"WDR81",4.69623711127829e-11,-0.111607905361599,0.115,0.088,1.13334290206479e-06,"WDR81"
"POLR1B",4.71929428523752e-11,-0.143256151034557,0.101,0.084,1.13890728985637e-06,"POLR1B"
"STT3A",4.74079581839291e-11,0.0749294139859234,0.189,0.088,1.14409625485276e-06,"STT3A"
"TOM1L2",4.75125428573975e-11,-0.149507619436887,0.101,0.079,1.14662019677757e-06,"TOM1L2"
"G2E3",4.75422073416338e-11,-0.111213020325518,0.172,0.129,1.14733608977565e-06,"G2E3"
"ANKHD1",4.76249579862810e-11,-0.132758490160459,0.119,0.093,1.14933311108292e-06,"ANKHD1"
"RRAGB",4.78775731045135e-11,-0.123729832662856,0.142,0.109,1.15542947173122e-06,"RRAGB"
"ZNF669",4.80145338235904e-11,0.0362509157742551,0.161,0.081,1.15873474476471e-06,"ZNF669"
"EXOG",4.83161883025773e-11,-0.180414916197476,0.154,0.134,1.1660145723061e-06,"EXOG"
"VPS50",4.88507358224347e-11,-0.0842258229390681,0.122,0.081,1.17891480760282e-06,"VPS50"
"ABHD3",4.90791274671559e-11,-0.252396257832636,0.199,0.189,1.18442658316487e-06,"ABHD3"
"KIAA1586",4.95390336454076e-11,-0.0610303114791055,0.153,0.094,1.19552549896462e-06,"KIAA1586"
"PIN4",4.99319728276841e-11,-0.0577399006036751,0.237,0.172,1.2050083002505e-06,"PIN4"
"MCM4",5.03923609511788e-11,-0.0621070386500049,0.114,0.056,1.2161188468348e-06,"MCM4"
"ZFAND1",5.05487354631188e-11,0.0353906471731878,0.221,0.127,1.21989263293145e-06,"ZFAND1"
"SLC16A7",5.10175834539464e-11,-0.166611452443924,0.153,0.129,1.23120734149409e-06,"SLC16A7"
"FIG4",5.10722295343127e-11,-0.319916490002015,0.108,0.166,1.23252611535157e-06,"FIG4"
"HACE1",5.1403086563007e-11,0.0116059783778085,0.108,0.04,1.24051068802505e-06,"HACE1"
"APEX2",5.16331707466165e-11,0.0578955688047154,0.165,0.073,1.2460633096281e-06,"APEX2"
"RYK",5.23396543251842e-11,-0.176133248403708,0.102,0.083,1.26311287782967e-06,"RYK"
"MRM2",5.24577594760604e-11,0.052676355834896,0.167,0.076,1.26596310943577e-06,"MRM2"
"PLXND1",5.27905106859475e-11,-0.0594214643977118,0.114,0.07,1.27399339438397e-06,"PLXND1"
"GPALPP1",5.2915653749018e-11,0.0200201258592467,0.172,0.084,1.27701347192505e-06,"GPALPP1"
"FUZ",5.41320466868031e-11,0.121312532339787,0.152,0.05,1.30636868269262e-06,"FUZ"
"GRAMD1A",5.4510810717706e-11,-0.143712319465473,0.138,0.113,1.3155093950504e-06,"GRAMD1A"
"STK16",5.55547990650359e-11,-0.0858324068565153,0.17,0.134,1.34070396583651e-06,"STK16"
"TXNL4B",5.6879991981895e-11,-0.0971132375068114,0.108,0.071,1.37268484649907e-06,"TXNL4B"
"TIMM23B",5.70320063170335e-11,-0.120468037080001,0.128,0.093,1.37635340844897e-06,"TIMM23B"
"MAP3K13",5.70442564294261e-11,0.0399811055342303,0.227,0.136,1.37664904041134e-06,"MAP3K13"
"ATP11C",5.90281358147388e-11,-0.0150623984528728,0.165,0.091,1.42452600161709e-06,"ATP11C"
"TTC1",5.92344853249865e-11,-0.195150117652178,0.265,0.25,1.4295058343479e-06,"TTC1"
"FKBP4",6.01215519544586e-11,0.0429792320159484,0.2,0.103,1.45091341331695e-06,"FKBP4"
"ELAC2",6.03282558279994e-11,-0.119462253154697,0.233,0.174,1.45590179789711e-06,"ELAC2"
"CBWD5",6.12717128108965e-11,-0.250263783603981,0.111,0.114,1.47867024526536e-06,"CBWD5"
"NUBP1",6.2647766418297e-11,-0.0234787140129964,0.205,0.134,1.51187854697276e-06,"NUBP1"
"HNRNPLL",6.28591994674973e-11,-0.088832618924911,0.105,0.07,1.51698106074911e-06,"HNRNPLL"
"ZNF615",6.31499993538266e-11,0.114613665461843,0.105,0.022,1.5239989344059e-06,"ZNF615"
"ADORA2A",6.32483594891156e-11,0.0894043084947921,0.111,0.028,1.52637265955083e-06,"ADORA2A"
"ZNF100",6.32708902975356e-11,0.0389399336283212,0.131,0.056,1.52691639555043e-06,"ZNF100"
"SERPINF2",6.33816476415322e-11,-0.0645581249579278,0.177,0.136,1.5295893025331e-06,"SERPINF2"
"LMO7",6.45782790781011e-11,-0.123714063895158,0.237,0.19,1.55846760899181e-06,"LMO7"
"EVI2B",6.63128698186631e-11,-0.209130699773796,0.254,0.252,1.6003284873338e-06,"EVI2B"
"CCDC130",6.75753868722526e-11,-0.103901496579176,0.249,0.189,1.63079681138807e-06,"CCDC130"
"CDK7",6.927306543029e-11,0.0679883956753416,0.143,0.058,1.67176688802919e-06,"CDK7"
"RAD50",7.04322710329864e-11,-0.223600455415178,0.122,0.119,1.69974199683906e-06,"RAD50"
"ALMS1",7.07470898894351e-11,-0.0922076947561215,0.148,0.109,1.70733952030174e-06,"ALMS1"
"SARS2",7.09031132716621e-11,-0.309223783842572,0.078,0.124,1.71110483258502e-06,"SARS2"
"WASHC5",7.21932699082517e-11,-0.159779261806813,0.103,0.081,1.74224018269584e-06,"WASHC5"
"MAD2L2",7.24178882077073e-11,-0.0119443620278261,0.18,0.106,1.7476608961166e-06,"MAD2L2"
"TRPV2",7.31794178496675e-11,-0.187781017083414,0.193,0.19,1.76603889096603e-06,"TRPV2"
"MITD1",7.36761182742402e-11,-0.153262801856801,0.24,0.197,1.77802576231224e-06,"MITD1"
"EPSTI1",7.40051442330878e-11,-0.0720188196047589,0.279,0.214,1.78596614577711e-06,"EPSTI1"
"ARHGEF6",7.44238021142994e-11,-0.245933291448688,0.099,0.126,1.79606961642439e-06,"ARHGEF6"
"UHRF1BP1",7.44314350091631e-11,-0.0532384555758751,0.129,0.078,1.79625382107613e-06,"UHRF1BP1"
"USE1",7.5880723325711e-11,0.0773969916110558,0.288,0.169,1.83122949601938e-06,"USE1"
"SMIM37",7.67627009596556e-11,-0.0491805457938463,0.188,0.124,1.85251426225937e-06,"SMIM37"
"FOPNL",7.84100388202565e-11,0.0493142893632962,0.18,0.093,1.89226946684925e-06,"FOPNL"
"TTPAL",7.90578169174782e-11,-0.0194704902468309,0.124,0.061,1.9079022956695e-06,"TTPAL"
"ZNF33B",8.06160191085763e-11,0.041623725859312,0.126,0.051,1.94550638914727e-06,"ZNF33B"
"HIST1H2BJ",8.21121000926845e-11,-0.260522361443185,0.075,0.109,1.98161131153675e-06,"HIST1H2BJ"
"NUS1",8.33252511817588e-11,-0.040686915551403,0.195,0.126,2.01088828676938e-06,"NUS1"
"GPN3",8.4627110031828e-11,0.141728717737653,0.154,0.053,2.0423060463981e-06,"GPN3"
"MYBBP1A",8.50192027400984e-11,-0.131694647692209,0.126,0.096,2.05176841972679e-06,"MYBBP1A"
"KHSRP",8.52548405991701e-11,-0.053801488208496,0.208,0.139,2.05745506817977e-06,"KHSRP"
"ZNF382",8.56908666141457e-11,0.0397942329912627,0.11,0.041,2.06797768399918e-06,"ZNF382"
"RIPK3",8.57092611064787e-11,-0.0539850695209695,0.105,0.065,2.06842159828265e-06,"RIPK3"
"FAM214B",8.5858110235361e-11,0.107600468522691,0.121,0.031,2.07201377430997e-06,"FAM214B"
"GEMIN4",8.63453871994952e-11,0.11088662774036,0.124,0.035,2.08377322928542e-06,"GEMIN4"
"MED9",8.6729071878693e-11,-0.0450112348414922,0.161,0.096,2.0930326916485e-06,"MED9"
"SGF29",8.69774245859887e-11,-0.0141153628654794,0.163,0.094,2.09902618753367e-06,"SGF29"
"PTEN",8.7802974546317e-11,-0.289394053670826,0.162,0.189,2.11894918472627e-06,"PTEN"
"APOBEC3G",8.783693065483e-11,0.0737540801578154,0.579,0.445,2.11976864749301e-06,"APOBEC3G"
"PTPRC",8.88126637119802e-11,0.0739626031452616,0.955,0.856,2.14331601336122e-06,"PTPRC"
"PAK1IP1",8.99146259865095e-11,0.0338831927003176,0.128,0.055,2.16990966893243e-06,"PAK1IP1"
"MFSD9",9.20756684266928e-11,0.0145243766252751,0.116,0.05,2.22206210614138e-06,"MFSD9"
"HDAC10",9.62671505274446e-11,-0.325886214373559,0.099,0.137,2.32321514367882e-06,"HDAC10"
"AQR",9.66363032138098e-11,-0.112841407278387,0.233,0.184,2.33212390545887e-06,"AQR"
"AGPAT3",9.76910653058458e-11,0.00195661301642128,0.112,0.051,2.35757847902598e-06,"AGPAT3"
"SLC35E3",9.9618406341025e-11,-0.332040197826535,0.162,0.192,2.40409100022796e-06,"SLC35E3"
"SH3YL1",1.00533717953873e-10,-0.0133017410483863,0.198,0.123,2.42618021538082e-06,"SH3YL1"
"ZNF845",1.02105089825116e-10,0.110828515926796,0.108,0.026,2.46410213274952e-06,"ZNF845"
"CSNK1G1",1.02465679461948e-10,-0.0516021822482372,0.171,0.108,2.47280424245519e-06,"CSNK1G1"
"BCL2A1",1.03640519808391e-10,0.247635793143683,0.26,0.121,2.50115666453589e-06,"BCL2A1"
"POLR2J",1.03950313957422e-10,-0.179783562068415,0.202,0.209,2.50863292673445e-06,"POLR2J"
"SIT1",1.04061002457858e-10,-0.298253287110555,0.191,0.245,2.51130417231549e-06,"SIT1"
"LINC00665",1.04857035677e-10,-0.214980862531297,0.122,0.129,2.53051484199304e-06,"LINC00665"
"GPS1",1.04963617515221e-10,-0.162681130785557,0.202,0.189,2.53308698149483e-06,"GPS1"
"OAZ2",1.05755374352346e-10,-0.0259120145555309,0.168,0.101,2.55219444924516e-06,"OAZ2"
"WDR60",1.07572592054571e-10,-0.0367716514762711,0.158,0.096,2.59604936405297e-06,"WDR60"
"TRMT2B",1.08818119028254e-10,-0.401361902530024,0.097,0.159,2.62610766650887e-06,"TRMT2B"
"ECSIT",1.11078169623295e-10,0.0734270822880546,0.186,0.091,2.68064946751898e-06,"ECSIT"
"THUMPD3",1.12173891637638e-10,-0.0504512559743537,0.136,0.084,2.70709252689112e-06,"THUMPD3"
"ZNF317",1.14077578136887e-10,0.024545678231911,0.148,0.071,2.75303419317749e-06,"ZNF317"
"TRADD",1.14549620172664e-10,-0.0617375557257351,0.189,0.139,2.76442598362689e-06,"TRADD"
"OMA1",1.14711500896505e-10,-0.24707564444392,0.098,0.131,2.76833265113535e-06,"OMA1"
"SCML4",1.14954438262767e-10,-0.121542057034427,0.148,0.116,2.77419545859537e-06,"SCML4"
"RNF220",1.15736461592842e-10,-0.107996793412706,0.168,0.131,2.79306802762005e-06,"RNF220"
"SURF6",1.17202083310273e-10,-0.0171428933030873,0.171,0.101,2.82843787652682e-06,"SURF6"
"ACTR5",1.176897766982e-10,-0.0297033426100432,0.112,0.061,2.84020738105765e-06,"ACTR5"
"L3MBTL3",1.17781815766956e-10,-0.0210357588760712,0.136,0.075,2.84242855990395e-06,"L3MBTL3"
"NF1",1.18730431554366e-10,-0.0778256579728163,0.129,0.078,2.8653215047015e-06,"NF1"
"FAM78A",1.18986631891211e-10,-0.284605262681457,0.057,0.119,2.8715043874306e-06,"FAM78A"
"UBE2E2",1.1968020943839e-10,-0.153019410154334,0.168,0.137,2.88824249437667e-06,"UBE2E2"
"C11orf1",1.19941424935415e-10,0.0356805384596521,0.159,0.078,2.89454640796637e-06,"C11orf1"
"DHRS4L2",1.20588338551468e-10,-0.252488294405955,0.029,0.113,2.91015837426258e-06,"DHRS4L2"
"SETD1A",1.22531245691717e-10,0.0107539085205562,0.117,0.053,2.9570465522782e-06,"SETD1A"
"PLD3",1.2415093345182e-10,-0.169323461433646,0.157,0.152,2.99613447699276e-06,"PLD3"
"NCF2",1.24265756952057e-10,-0.13255936165083,0.168,0.142,2.99890551252399e-06,"NCF2"
"TRIM41",1.25066150565588e-10,-0.244384105866519,0.117,0.146,3.01822141159933e-06,"TRIM41"
"ZFP64",1.2519940222698e-10,-0.0437632025127634,0.175,0.116,3.02143717394372e-06,"ZFP64"
"ZNF28",1.26272654452114e-10,0.0145884796344112,0.112,0.046,3.04733796989288e-06,"ZNF28"
"DBNDD1",1.2646047448318e-10,0.154101928511222,0.165,0.056,3.05187063070257e-06,"DBNDD1"
"RNF170",1.26573288787972e-10,-0.251557664807091,0.108,0.119,3.05459317832012e-06,"RNF170"
"STX6",1.33905269944586e-10,-0.0195394980795352,0.125,0.07,3.23153587957269e-06,"STX6"
"MEN1",1.36947643162755e-10,-0.147454735594769,0.116,0.103,3.30495747244677e-06,"MEN1"
"ZNF718",1.37405893321973e-10,-0.333042082743451,0.092,0.132,3.31601642353918e-06,"ZNF718"
"BRCA2",1.37926430493569e-10,-0.0347264188695821,0.121,0.058,3.32857854710131e-06,"BRCA2"
"VRK1",1.38087777067148e-10,-0.153729058953435,0.111,0.093,3.33247232396149e-06,"VRK1"
"FCHSD1",1.39302944435143e-10,-0.184743316087402,0.21,0.187,3.36179795805331e-06,"FCHSD1"
"TMEM140",1.39874339107377e-10,0.0219726784428872,0.156,0.084,3.37558742567833e-06,"TMEM140"
"ZFPL1",1.40030348368122e-10,-0.134994114761142,0.175,0.157,3.37935239716789e-06,"ZFPL1"
"BLOC1S4",1.40715643562185e-10,-0.00911319124603316,0.202,0.127,3.39589062608622e-06,"BLOC1S4"
"ZNF511",1.40847687423376e-10,0.0513574056997532,0.26,0.161,3.39907724058833e-06,"ZNF511"
"DENND6A",1.43760966542796e-10,-0.0729570086339404,0.158,0.101,3.4693834055773e-06,"DENND6A"
"FBXL4",1.45302220410739e-10,-0.166562818550189,0.14,0.116,3.50657848517236e-06,"FBXL4"
"FAM160A2",1.49530678522583e-10,0.0201993254804262,0.135,0.066,3.6086238647855e-06,"FAM160A2"
"ACSL5",1.49534839258499e-10,-0.154909619315749,0.161,0.134,3.60872427582536e-06,"ACSL5"
"A1BG",1.50355916773465e-10,0.0282286167571857,0.231,0.141,3.62853933949402e-06,"A1BG"
"TATDN3",1.50715149814291e-10,-0.309895970353861,0.147,0.202,3.63720871046829e-06,"TATDN3"
"ELP3",1.51734477852109e-10,-0.141548448496797,0.152,0.124,3.66180815400496e-06,"ELP3"
"CPSF2",1.52105621224701e-10,0.0382646900970831,0.185,0.098,3.67076495701572e-06,"CPSF2"
"PDLIM2",1.54463214686461e-10,-0.21096474045365,0.156,0.162,3.72766076002836e-06,"PDLIM2"
"ZNF557",1.54752608740206e-10,0.0236232826858576,0.116,0.048,3.73464470672738e-06,"ZNF557"
"MDP1",1.55263945427468e-10,-0.107792031292941,0.128,0.091,3.74698479500107e-06,"MDP1"
"STAMBP",1.55829328997145e-10,-0.0620758678385907,0.205,0.141,3.76062919668809e-06,"STAMBP"
"FBXW8",1.56571052531303e-10,-0.103825610714151,0.111,0.078,3.77852921073793e-06,"FBXW8"
"CPSF4",1.56849623288558e-10,0.0100821666443695,0.124,0.056,3.78525195882278e-06,"CPSF4"
"METTL4",1.60908443422373e-10,-0.129067804611612,0.139,0.099,3.88320346511212e-06,"METTL4"
"DPM3",1.63708843473294e-10,-0.262012015312056,0.145,0.204,3.950785519541e-06,"DPM3"
"RPTOR",1.65230918113872e-10,-0.24057818170461,0.116,0.123,3.98751774684207e-06,"RPTOR"
"ZYG11B",1.65384155993214e-10,-0.0333211033057068,0.136,0.083,3.99121583658423e-06,"ZYG11B"
"NHLRC2",1.66148111745376e-10,-0.132739448723905,0.173,0.141,4.00965238075116e-06,"NHLRC2"
"HIKESHI",1.69744101847491e-10,-0.103463717745528,0.23,0.19,4.0964344098855e-06,"HIKESHI"
"NXPE3",1.69854565285872e-10,-0.229482140364426,0.124,0.118,4.09910022404396e-06,"NXPE3"
"PSMD9",1.69926907841927e-10,0.0299490183609338,0.231,0.139,4.10084606694923e-06,"PSMD9"
"TACO1",1.74091534856022e-10,-0.000309861949623375,0.158,0.091,4.20135101068038e-06,"TACO1"
"TMEM106B",1.74525513716618e-10,-0.223905697949669,0.119,0.134,4.21182422252315e-06,"TMEM106B"
"TMEM120B",1.7622036544901e-10,0.0167187454887511,0.153,0.079,4.25272607938097e-06,"TMEM120B"
"WASHC2A",1.76588533442209e-10,-0.177321338795829,0.177,0.162,4.26161107756082e-06,"WASHC2A"
"PRICKLE1",1.78656614425905e-10,0.115371685346126,0.126,0.035,4.31152007594037e-06,"PRICKLE1"
"AC093010.2",1.78724119597439e-10,-0.368204238275458,0.047,0.134,4.313149178245e-06,"AC093010.2"
"TBL2",1.79122288854904e-10,0.0477648333204637,0.105,0.036,4.32275819693541e-06,"TBL2"
"CINP",1.80052309554927e-10,0.0825556315570025,0.19,0.086,4.34520238648906e-06,"CINP"
"ACOX3",1.81267736084161e-10,-0.0155185452975414,0.13,0.071,4.37453427491907e-06,"ACOX3"
"NIPSNAP1",1.81647765087983e-10,-0.248191967578537,0.106,0.174,4.3837055148683e-06,"NIPSNAP1"
"STX17",1.82674672015087e-10,-0.102004188298083,0.154,0.118,4.4084878597401e-06,"STX17"
"ZDHHC7",1.83399009274732e-10,0.056917624626559,0.162,0.073,4.4259682908271e-06,"ZDHHC7"
"QSER1",1.83695121157361e-10,0.0177504852125101,0.107,0.043,4.43311435889058e-06,"QSER1"
"SRSF8",1.83707364121917e-10,-0.0990564480124512,0.295,0.225,4.43340981835422e-06,"SRSF8"
"SARNP",1.83922393269804e-10,0.0558091931852148,0.131,0.048,4.43859911678018e-06,"SARNP"
"ATAD3B",1.84008431759579e-10,0.0315272285131189,0.156,0.078,4.44067548365391e-06,"ATAD3B"
"ITGAV",1.84607591857853e-10,0.0174630082319829,0.102,0.04,4.45513501430557e-06,"ITGAV"
"FABP5",1.8520101510243e-10,0.0666748676067619,0.186,0.089,4.46945609746695e-06,"FABP5"
"TBRG4",1.85768222767771e-10,0.0129853920443574,0.185,0.106,4.48314452005462e-06,"TBRG4"
"AL928742.1",1.85851553795087e-10,-0.226783706535371,0.221,0.247,4.48515554773684e-06,"AL928742.1"
"SIGLEC10",1.87690386500845e-10,-0.304349327465002,0.084,0.171,4.52953209742489e-06,"SIGLEC10"
"CCDC167",1.8782423243345e-10,0.0658195262637378,0.217,0.119,4.53276220131646e-06,"CCDC167"
"CNOT11",1.91861676527724e-10,-0.0257293569977066,0.144,0.084,4.63019783964356e-06,"CNOT11"
"COMMD4",1.92081130635386e-10,-0.20470940003304,0.131,0.146,4.63549392562377e-06,"COMMD4"
"RBMX2",1.9313862496518e-10,0.0334772606183069,0.224,0.134,4.66101443628469e-06,"RBMX2"
"DLG2",1.95976903877189e-10,-0.268961860519495,0.091,0.114,4.72951062126821e-06,"DLG2"
"CASP9",1.97689565221849e-10,0.0255411924536363,0.133,0.065,4.77084227749888e-06,"CASP9"
"FBXO44",1.97825270197793e-10,-0.270938498318679,0.102,0.132,4.77411724568333e-06,"FBXO44"
"PHF6",1.97918427933687e-10,-0.147638477013484,0.2,0.166,4.77636542132368e-06,"PHF6"
"TRUB2",1.98328705622345e-10,0.0762053732345138,0.17,0.073,4.78626665278406e-06,"TRUB2"
"SLC9A1",2.10051256322468e-10,0.113025105847147,0.131,0.04,5.06916696883011e-06,"SLC9A1"
"ZNF226",2.10740740372736e-10,-0.135068143745525,0.161,0.132,5.08580628741524e-06,"ZNF226"
"C12orf45",2.11879791996189e-10,-0.0383077671110224,0.185,0.119,5.11329502024403e-06,"C12orf45"
"ZSWIM7",2.13423882460437e-10,0.0398459992988594,0.212,0.123,5.15055855541772e-06,"ZSWIM7"
"DIS3L2",2.16757395349126e-10,-0.225397127561388,0.131,0.149,5.23100622196047e-06,"DIS3L2"
"NCR3",2.16953926561144e-10,-0.312213603521968,0.11,0.189,5.23574910970009e-06,"NCR3"
"RPP14",2.18175684356807e-10,-0.04225361732224,0.103,0.055,5.26523379058283e-06,"RPP14"
"AZIN1-AS1",2.24637126133435e-10,-0.318934229525269,0.082,0.164,5.42116776497818e-06,"AZIN1-AS1"
"CIC",2.26894557724345e-10,-0.223553664502081,0.142,0.151,5.47564636156161e-06,"CIC"
"NUDCD1",2.27776986801041e-10,0.0237861629308015,0.14,0.07,5.49694202246952e-06,"NUDCD1"
"GLT8D1",2.28231912910992e-10,0.0606939298484729,0.159,0.071,5.50792075428098e-06,"GLT8D1"
"MCRIP2",2.29427419291716e-10,-0.279405313619183,0.046,0.136,5.53677190976699e-06,"MCRIP2"
"ZFAT",2.32945399927028e-10,-0.0654360171433172,0.121,0.071,5.62167133643897e-06,"ZFAT"
"GPAT2",2.35667728288567e-10,-0.170875988536762,0.131,0.131,5.68736928678798e-06,"GPAT2"
"RMI1",2.3774833260506e-10,0.0692306229357064,0.106,0.031,5.7375805107579e-06,"RMI1"
